"","analysis","feature","index","rt","mz","intensity","area","rtmin","rtmax","mzmin","mzmax","adduct","mass","filled","filtered","filter","sn"
"128","01_ww_is_pos_blank-r001","mz229.141_rt961_f128",128,961.27,229.14106933,12846.8037109375,111775.83258609,951.913,964.384,229.14020489,229.14180272,"[M+H]+",228.133793330271,FALSE,FALSE,NA,51
"129","01_ww_is_pos_blank-r001","mz323.195_rt963_f129",129,962.793,323.19513675,6297.1044921875,53208.6378028735,956.381,971.701,323.19485437,323.19539388,"[M+H]+",322.187860750404,FALSE,FALSE,NA,6296
"130","01_ww_is_pos_blank-r001","mz444.316_rt963_f130",130,962.793,444.31632085,3042.7431640625,28847.4321439679,951.913,971.701,444.31571867,444.3167477,"[M+H]+",443.309044851988,FALSE,FALSE,NA,25
"131","01_ww_is_pos_blank-r001","mz449.272_rt963_f131",131,962.793,449.27230352,4378.0537109375,49110.1448161376,951.913,970.454,449.27092124,449.27287291,"[M+H]+",448.265027520037,FALSE,FALSE,NA,17
"132","01_ww_is_pos_blank-r001","mz208.131_rt964_f132",132,964.384,208.13112302,66107.3671875,386942.611716473,957.997,970.454,208.13104445,208.13119529,"[M+H]+",207.123847021755,FALSE,FALSE,NA,38
"133","01_ww_is_pos_blank-r001","mz373.234_rt964_f133",133,964.384,373.23356243,4871.26611328125,27692.8345924863,957.997,970.454,373.23256506,373.23451357,"[M+H]+",372.22628643124,FALSE,FALSE,NA,21
"134","01_ww_is_pos_blank-r001","mz206.115_rt967_f134",134,967.355,206.11518907,24307.234375,141408.750730388,961.27,974.62,206.11466664,206.1156131,"[M+H]+",205.107913066066,FALSE,FALSE,NA,51
"135","01_ww_is_pos_blank-r001","mz229.141_rt967_f135",135,967.355,229.14117779,11312.8447265625,86029.3977430111,964.384,976.117,229.14089651,229.14145572,"[M+H]+",228.133901787775,FALSE,FALSE,NA,45
"136","01_ww_is_pos_blank-r001","mz365.241_rt967_f136",136,967.355,365.24144259,16406.88671875,89522.1461865234,962.793,973.149,365.23952505,365.24217099,"[M+H]+",364.234166589521,FALSE,FALSE,NA,30
"137","01_ww_is_pos_blank-r001","mz228.233_rt969_f137",137,968.867,228.23291226,213336.015625,1341730.6742513,961.27,974.62,228.23252678,228.23320863,"[M+H]+",227.225636256823,FALSE,FALSE,NA,1253
"138","01_ww_is_pos_blank-r001","mz229.236_rt969_f138",138,968.867,229.23578036,30211.7890625,199396.532424927,961.27,974.62,229.23547196,229.23609568,"[M+H]+",228.228504364031,FALSE,FALSE,NA,26
"139","01_ww_is_pos_blank-r001","mz234.207_rt972_f139",139,971.701,234.20694401,63179.57421875,358269.71495178,965.752,977.462,234.20656616,234.20724965,"[M+H]+",233.199668006864,FALSE,FALSE,NA,954
"140","01_ww_is_pos_blank-r001","mz235.21_rt972_f140",140,971.701,235.21029143,8739.15234375,48011.1742132455,965.752,977.462,235.20957059,235.21068487,"[M+H]+",234.203015433771,FALSE,FALSE,NA,146
"141","01_ww_is_pos_blank-r001","mz252.157_rt972_f141",141,971.701,252.15700839,7427.1298828125,45531.4091912804,964.384,977.462,252.15644581,252.15766634,"[M+H]+",251.149732389943,FALSE,FALSE,NA,26
"142","01_ww_is_pos_blank-r001","mz266.136_rt973_f142",142,973.149,266.13646256,11867.0498046875,74079.4404621815,967.355,979.114,266.13531432,266.13689905,"[M+H]+",265.12918655906,FALSE,FALSE,NA,42
"143","01_ww_is_pos_blank-r001","mz299.234_rt973_f143",143,973.149,299.23360323,11206.330078125,68478.1478222653,967.355,980.675,299.23294578,299.23392963,"[M+H]+",298.226327232202,FALSE,FALSE,NA,137
"144","01_ww_is_pos_blank-r001","mz321.216_rt973_f144",144,973.149,321.21582911,62255.54296875,372144.803281248,967.355,980.675,321.21470149,321.21629499,"[M+H]+",320.208553113566,FALSE,FALSE,NA,62255
"145","01_ww_is_pos_blank-r001","mz336.238_rt973_f145",145,973.149,336.23811877,3907.9638671875,35802.3814391819,964.384,980.675,336.23746435,336.23882434,"[M+H]+",335.230842769731,FALSE,FALSE,NA,82
"146","01_ww_is_pos_blank-r001","mz358.221_rt973_f146",146,973.149,358.22106537,11330.2783203125,103161.693520401,964.384,981.975,358.21997323,358.22167766,"[M+H]+",357.213789365663,FALSE,FALSE,NA,25
"147","01_ww_is_pos_blank-r001","mz236.126_rt976_f147",147,976.117,236.12630956,58394.328125,344989.411586291,970.454,981.975,236.12610772,236.12653929,"[M+H]+",235.119033564661,FALSE,FALSE,NA,104
"148","01_ww_is_pos_blank-r001","mz243.121_rt976_f148",148,976.117,243.12097946,3165.787109375,33974.2950445863,967.355,986.526,243.11970786,243.1225129,"[M+H]+",242.113703462493,FALSE,FALSE,NA,20
"149","01_ww_is_pos_blank-r001","mz209.117_rt979_f149",149,979.114,209.11696175,11757.6123046875,79916.8629228654,971.701,986.526,209.11655133,209.11765482,"[M+H]+",208.109685752463,FALSE,FALSE,NA,11757
"150","01_ww_is_pos_blank-r001","mz220.131_rt979_f150",150,979.114,220.13123646,43149.09765625,248265.026668009,973.149,986.526,220.1308084,220.13217921,"[M+H]+",219.123960463526,FALSE,FALSE,NA,22
"151","01_ww_is_pos_blank-r001","mz226.144_rt979_f151",151,979.114,226.14399974,12829.8388671875,81629.3648271772,971.701,984.824,226.14319189,226.14488472,"[M+H]+",225.136723738052,FALSE,FALSE,NA,33
"152","01_ww_is_pos_blank-r001","mz248.127_rt979_f152",152,979.114,248.12654223,158558.296875,933470.684512679,971.701,984.824,248.12615276,248.12715226,"[M+H]+",247.119266229174,FALSE,FALSE,NA,532
"153","01_ww_is_pos_blank-r001","mz249.13_rt979_f153",153,979.114,249.1295175,19463.927734375,115422.101801039,971.701,984.824,249.12871584,249.13037088,"[M+H]+",248.12224150198,FALSE,FALSE,NA,120
"154","01_ww_is_pos_blank-r001","mz264.101_rt979_f154",154,979.114,264.10083194,4049.32006835938,25436.1119869079,973.149,986.526,264.09929433,264.10218696,"[M+H]+",263.093555937908,FALSE,FALSE,NA,199
"155","01_ww_is_pos_blank-r001","mz358.26_rt981_f155",155,980.675,358.2599984,17160.22265625,99019.5443832734,976.117,988.019,358.25876236,358.26093988,"[M+H]+",357.252722403869,FALSE,FALSE,NA,27
"156","01_ww_is_pos_blank-r001","mz232.191_rt982_f156",156,981.975,232.1914548,12110.2841796875,84669.339986537,964.384,1001.284,232.18888613,232.19242119,"[M+H]+",231.184178804464,FALSE,FALSE,NA,27
"157","01_ww_is_pos_blank-r001","mz334.238_rt983_f157",157,983.198,334.23753714,5974.408203125,32998.4089549097,979.114,989.003,334.23589871,334.23908267,"[M+H]+",333.230261140817,FALSE,FALSE,NA,105
"158","01_ww_is_pos_blank-r001","mz309.228_rt987_f158",158,986.526,309.22779851,29755.955078125,311502.654316348,977.462,995.452,309.22700546,309.22817237,"[M+H]+",308.220522513424,FALSE,FALSE,NA,29
"159","01_ww_is_pos_blank-r001","mz331.21_rt987_f159",159,986.526,331.21045219,205491.140625,2172797.26059227,977.462,995.452,331.21014812,331.21066825,"[M+H]+",330.203176185989,FALSE,FALSE,NA,1151
"160","01_ww_is_pos_blank-r001","mz332.213_rt987_f160",160,986.526,332.21331559,31011.171875,339283.369498902,976.117,995.452,332.21260096,332.21384925,"[M+H]+",331.206039591681,FALSE,FALSE,NA,231
"161","01_ww_is_pos_blank-r001","mz333.215_rt987_f161",161,986.526,333.21516535,5998.68896484375,80906.9771378345,977.462,1008.673,333.21329576,333.21609441,"[M+H]+",332.207889349756,FALSE,FALSE,NA,87
"162","01_ww_is_pos_blank-r001","mz379.222_rt987_f162",162,986.526,379.22163829,5419.994140625,39149.7182791193,979.114,993.562,379.22016974,379.22259418,"[M+H]+",378.214362293916,FALSE,FALSE,NA,5419
"163","01_ww_is_pos_blank-r001","mz377.242_rt988_f163",163,988.019,377.24188845,3430.36450195312,26444.5857263811,979.114,992.055,377.23955176,377.24310866,"[M+H]+",376.234612445296,FALSE,FALSE,NA,18
"164","01_ww_is_pos_blank-r001","mz376.238_rt989_f164",164,989.003,376.23779676,3233.24951171875,35609.3764656141,980.675,999.477,376.23600859,376.23880755,"[M+H]+",375.230520756674,FALSE,FALSE,NA,16
"165","01_ww_is_pos_blank-r001","mz387.25_rt989_f165",165,989.003,387.2495845,4697.8603515625,38574.8083379884,983.198,996.566,387.24883199,387.25105883,"[M+H]+",386.242308500213,FALSE,FALSE,NA,15
"166","01_ww_is_pos_blank-r001","mz208.131_rt990_f166",166,990.3,208.1312615,7465.54541015625,54378.1098751888,981.975,993.562,208.13022913,208.13242992,"[M+H]+",207.123985501688,FALSE,FALSE,NA,13
"167","01_ww_is_pos_blank-r001","mz250.142_rt990_f167",167,990.3,250.14163941,8299.6748046875,52126.3292016125,984.824,995.452,250.14117855,250.14200183,"[M+H]+",249.134363412599,FALSE,FALSE,NA,32
"168","01_ww_is_pos_blank-r001","mz375.236_rt990_f168",168,990.3,375.23583533,13158.033203125,170762.334616705,976.117,1002.674,375.23521297,375.23662285,"[M+H]+",374.228559329435,FALSE,FALSE,NA,89
"169","01_ww_is_pos_blank-r001","mz420.267_rt990_f169",169,990.3,420.26652158,2553.41040039062,16927.1189318846,981.975,992.055,420.26440702,420.27118917,"[M+H]+",419.259245577447,FALSE,FALSE,NA,26
"170","01_ww_is_pos_blank-r001","mz236.126_rt991_f170",170,990.563,236.12599726,11836.814453125,112350.128304762,981.975,999.477,236.12535417,236.12656057,"[M+H]+",235.118721259598,FALSE,FALSE,NA,20
"171","01_ww_is_pos_blank-r001","mz238.142_rt991_f171",171,990.563,238.14182295,84751.7421875,584050.436730502,984.824,998.019,238.14149592,238.14256846,"[M+H]+",237.134546951429,FALSE,FALSE,NA,165
"172","01_ww_is_pos_blank-r001","mz239.145_rt991_f172",172,990.563,239.14492567,9345.2451171875,64136.9674258787,984.824,998.019,239.1443974,239.1456185,"[M+H]+",238.137649666567,FALSE,FALSE,NA,75
"173","01_ww_is_pos_blank-r001","mz315.23_rt991_f173",173,990.563,315.23018317,5079.73828125,32918.6318761598,986.526,998.019,315.22813922,315.23161859,"[M+H]+",314.222907171348,FALSE,FALSE,NA,81
"174","01_ww_is_pos_blank-r001","mz337.211_rt991_f174",174,990.563,337.21061235,19574.50390625,137274.089722865,984.824,998.019,337.20995611,337.21155375,"[M+H]+",336.203336354524,FALSE,FALSE,NA,89
"175","01_ww_is_pos_blank-r001","mz414.306_rt991_f175",175,990.563,414.30648151,3248.91918945312,35670.2140988283,980.675,1001.284,414.30508817,414.30821586,"[M+H]+",413.299205505508,FALSE,FALSE,NA,3248
"176","01_ww_is_pos_blank-r001","mz419.262_rt991_f176",176,990.563,419.26170963,9906.6787109375,135038.157817642,979.114,1005.77,419.2603113,419.26281959,"[M+H]+",418.254433628856,FALSE,FALSE,NA,9906
"177","01_ww_is_pos_blank-r001","mz314.233_rt992_f177",177,992.055,314.23310972,7914.986328125,49644.6226241731,988.019,1001.284,314.23260559,314.23381888,"[M+H]+",313.225833722135,FALSE,FALSE,NA,259
"178","01_ww_is_pos_blank-r001","mz397.28_rt992_f178",178,992.055,397.27978668,3775.07373046875,49108.5877494507,979.114,1004.143,397.27715436,397.28205612,"[M+H]+",396.272510679076,FALSE,FALSE,NA,48
"179","01_ww_is_pos_blank-r001","mz441.307_rt993_f179",179,993.274,441.30670644,2342.68994140625,31007.4075340415,981.975,1007.222,441.3043223,441.3090794,"[M+H]+",440.299430443785,FALSE,FALSE,NA,46
"180","01_ww_is_pos_blank-r001","mz257.137_rt995_f180",180,995.452,257.13660553,37743.7421875,293081.376154341,988.019,1002.674,257.1360278,257.1373908,"[M+H]+",256.129329532638,FALSE,FALSE,NA,267
"181","01_ww_is_pos_blank-r001","mz258.14_rt995_f181",181,995.452,258.1396553,4997.38427734375,38431.5971221948,986.526,1008.673,258.13720375,258.14080839,"[M+H]+",257.13237930108,FALSE,FALSE,NA,51
"182","01_ww_is_pos_blank-r001","mz239.089_rt997_f182",182,996.566,239.08928554,4144.9501953125,26495.5593865539,990.3,1002.674,239.08769194,239.09083162,"[M+H]+",238.082009538857,FALSE,FALSE,NA,29
"183","01_ww_is_pos_blank-r001","mz379.256_rt997_f183",183,996.566,379.25608601,4826.41259765625,27983.7326918765,990.3,1002.674,379.25473459,379.25692275,"[M+H]+",378.248810006879,FALSE,FALSE,NA,25
"184","01_ww_is_pos_blank-r001","mz377.242_rt998_f184",184,998.019,377.24167225,3253.84033203125,27311.845315885,992.055,1005.77,377.23935627,377.24379146,"[M+H]+",376.23439624692,FALSE,FALSE,NA,17
"185","01_ww_is_pos_blank-r001","mz250.142_rt999_f185",185,999.477,250.14194285,6628.7197265625,48011.5417288101,995.452,1007.222,250.14122746,250.1430062,"[M+H]+",249.134666846623,FALSE,FALSE,NA,26
"186","01_ww_is_pos_blank-r001","mz329.194_rt1003_f186",186,1002.674,329.19421953,10451.896484375,102441.2007715,995.452,1011.818,329.19326419,329.1949184,"[M+H]+",328.186943528366,FALSE,FALSE,NA,32
"187","01_ww_is_pos_blank-r001","mz226.142_rt1004_f187",187,1004.143,226.14237385,5026.76904296875,29156.2835367076,998.019,1011.818,226.14192788,226.14347907,"[M+H]+",225.135097854433,FALSE,FALSE,NA,12
"188","01_ww_is_pos_blank-r001","mz308.184_rt1004_f188",188,1004.143,308.18428968,3746.361328125,27057.2426672229,998.019,1010.321,308.18305774,308.18530993,"[M+H]+",307.177013684893,FALSE,FALSE,NA,15
"189","01_ww_is_pos_blank-r001","mz313.25_rt1004_f189",189,1004.143,313.249733,15311.328125,107294.840577508,998.019,1011.818,313.24912094,313.25031252,"[M+H]+",312.242456996416,FALSE,FALSE,NA,15310
"190","01_ww_is_pos_blank-r001","mz335.232_rt1004_f190",190,1004.143,335.2317442,74194.6015625,438028.46686852,998.019,1010.321,335.23104216,335.2323009,"[M+H]+",334.224468203113,FALSE,FALSE,NA,1369
"191","01_ww_is_pos_blank-r001","mz336.235_rt1004_f191",191,1004.143,336.23462727,12557.22265625,79886.0985172732,999.477,1011.818,336.23383087,336.23506081,"[M+H]+",335.227351272829,FALSE,FALSE,NA,86
"192","01_ww_is_pos_blank-r001","mz267.07_rt1007_f192",192,1007.222,267.07020678,50851.109375,280954.014812255,1001.284,1013.17,267.06993546,267.07061146,"[M+H]+",266.062930784587,FALSE,FALSE,NA,1537
"193","01_ww_is_pos_blank-r001","mz268.069_rt1007_f193",193,1007.222,268.06906117,5339.53564453125,29792.5028918838,1001.284,1013.17,268.06796521,268.06971507,"[M+H]+",267.061785171927,FALSE,FALSE,NA,140
"194","01_ww_is_pos_blank-r001","mz269.067_rt1007_f194",194,1007.222,269.0671653,31157.560546875,183684.768497177,1001.284,1013.17,269.06651196,269.06743449,"[M+H]+",268.059889299141,FALSE,FALSE,NA,338
"195","01_ww_is_pos_blank-r001","mz289.052_rt1007_f195",195,1007.222,289.05207598,29060.166015625,168013.272193542,1001.284,1013.17,289.05121369,289.0524855,"[M+H]+",288.04479997809,FALSE,FALSE,NA,412
"196","01_ww_is_pos_blank-r001","mz291.049_rt1007_f196",196,1007.222,291.0488895,18279.22265625,100973.236753235,1001.284,1013.17,291.04826038,291.04925718,"[M+H]+",290.041613499372,FALSE,FALSE,NA,332
"197","01_ww_is_pos_blank-r001","mz389.217_rt1007_f197",197,1007.222,389.21704911,2654.2744140625,18836.6240514111,1002.674,1013.17,389.21596405,389.22001922,"[M+H]+",388.209773110823,FALSE,FALSE,NA,25
"198","01_ww_is_pos_blank-r001","mz294.243_rt1010_f198",198,1010.321,294.24344362,20960.640625,196420.560852584,1002.674,1017.424,294.24292015,294.24391133,"[M+H]+",293.236167618088,FALSE,FALSE,NA,23
"199","01_ww_is_pos_blank-r001","mz352.247_rt1010_f199",199,1010.321,352.24707115,93120.6953125,819838.003660158,1002.674,1016.072,352.2465829,352.24731139,"[M+H]+",351.239795149089,FALSE,FALSE,NA,23
"200","01_ww_is_pos_blank-r001","mz379.221_rt1010_f200",200,1010.321,379.22069091,4881.802734375,30229.9550027672,1004.143,1016.072,379.21967097,379.22183533,"[M+H]+",378.213414906122,FALSE,FALSE,NA,4881
"201","01_ww_is_pos_blank-r001","mz222.147_rt1012_f201",201,1011.818,222.14664489,9719.9814453125,66815.5956241702,1005.77,1019.077,222.14627912,222.14719697,"[M+H]+",221.139368889576,FALSE,FALSE,NA,17
"202","01_ww_is_pos_blank-r001","mz394.28_rt1013_f202",202,1013.17,394.28039432,9909.8740234375,87996.1123998515,1005.77,1020.322,394.27952451,394.2807124,"[M+H]+",393.273118323212,FALSE,FALSE,NA,156
"203","01_ww_is_pos_blank-r001","mz416.263_rt1013_f203",203,1013.17,416.26257331,13542.94921875,128595.438865002,1005.77,1020.322,416.26212481,416.26290509,"[M+H]+",415.255297310125,FALSE,FALSE,NA,74
"204","01_ww_is_pos_blank-r001","mz417.264_rt1013_f204",204,1013.17,417.26392338,3405.4677734375,29834.1863170681,1005.77,1020.585,417.2626716,417.26496746,"[M+H]+",416.256647380852,FALSE,FALSE,NA,3404
"205","01_ww_is_pos_blank-r001","mz250.141_rt1015_f205",205,1014.617,250.14137202,12090.8720703125,73417.3940554002,1007.222,1020.322,250.14083719,250.14180429,"[M+H]+",249.134096019571,FALSE,FALSE,NA,48
"206","01_ww_is_pos_blank-r001","mz257.079_rt1015_f206",206,1014.617,257.07862314,5244.19091796875,24927.0499150877,1010.321,1020.585,257.07817154,257.07916924,"[M+H]+",256.071347141036,FALSE,FALSE,NA,5243
"207","01_ww_is_pos_blank-r001","mz258.085_rt1015_f207",207,1014.617,258.08504627,196947.796875,1116849.15035362,1008.673,1020.322,258.08479797,258.085382,"[M+H]+",257.07777027111,FALSE,FALSE,NA,3723
"208","01_ww_is_pos_blank-r001","mz259.089_rt1015_f208",208,1014.617,259.08917837,40385.29296875,241955.778553413,1008.673,1020.322,259.08864694,259.08952448,"[M+H]+",258.081902365805,FALSE,FALSE,NA,368
"209","01_ww_is_pos_blank-r001","mz280.066_rt1015_f209",209,1014.617,280.06636944,17598.2421875,117966.488709045,1008.673,1020.322,280.06598468,280.06677599,"[M+H]+",279.059093439792,FALSE,FALSE,NA,17597
"210","01_ww_is_pos_blank-r001","mz281.071_rt1015_f210",210,1014.617,281.07122329,4218.6513671875,25502.0311136169,1008.673,1020.322,281.07042384,281.071972,"[M+H]+",280.063947287623,FALSE,FALSE,NA,97
"211","01_ww_is_pos_blank-r001","mz393.237_rt1015_f211",211,1014.617,393.23657725,5367.4794921875,42517.9146589675,1005.77,1022.025,393.23555531,393.23839948,"[M+H]+",392.229301246398,FALSE,FALSE,NA,14
"212","01_ww_is_pos_blank-r001","mz220.131_rt1016_f212",212,1016.072,220.13108588,65896.3046875,364765.881000711,1010.321,1020.585,220.13092605,220.13189113,"[M+H]+",219.12380987883,FALSE,FALSE,NA,145
"213","01_ww_is_pos_blank-r001","mz221.135_rt1016_f213",213,1016.072,221.13471579,8201.9375,44313.9503438575,1010.321,1020.322,221.13429369,221.13568842,"[M+H]+",220.127439791001,FALSE,FALSE,NA,13
"214","01_ww_is_pos_blank-r001","mz312.179_rt1017_f214",214,1017.424,312.17877563,4177.7607421875,28612.9781405587,1010.321,1020.585,312.1778898,312.17960229,"[M+H]+",311.171499627794,FALSE,FALSE,NA,15
"215","01_ww_is_pos_blank-r001","mz326.232_rt1019_f215",215,1019.077,326.23180875,9663.322265625,72649.7357435201,1011.818,1022.025,326.23077562,326.23285042,"[M+H]+",325.224532749274,FALSE,FALSE,NA,26
"216","01_ww_is_pos_blank-r001","mz205.06_rt1020_f216",216,1020.322,205.06033553,3889.20190429688,25230.2210237782,1014.617,1026.504,205.05972675,205.06114167,"[M+H]+",204.053059532867,FALSE,FALSE,NA,197
"217","01_ww_is_pos_blank-r001","mz262.142_rt1020_f217",217,1020.322,262.14202202,7477.56982421875,64800.9876558739,1011.818,1027.765,262.14168238,262.1429265,"[M+H]+",261.134746020307,FALSE,FALSE,NA,22
"218","01_ww_is_pos_blank-r001","mz282.205_rt1021_f218",218,1020.585,282.20487766,5160.75439453125,39441.6098632064,1014.617,1027.765,282.20416614,282.20523632,"[M+H]+",281.197601663012,FALSE,FALSE,NA,18
"219","01_ww_is_pos_blank-r001","mz329.245_rt1021_f219",219,1020.585,329.2448673,8120.6162109375,50547.7127778016,1014.617,1026.504,329.24436533,329.24554183,"[M+H]+",328.237591302782,FALSE,FALSE,NA,32
"220","01_ww_is_pos_blank-r001","mz342.264_rt1021_f220",220,1020.585,342.26431225,12749.7255859375,82860.1992277324,1014.617,1026.504,342.26372453,342.26488876,"[M+H]+",341.257036254663,FALSE,FALSE,NA,29
"221","01_ww_is_pos_blank-r001","mz351.227_rt1021_f221",221,1020.585,351.22748977,28425.087890625,212012.583041468,1014.617,1027.765,351.22692161,351.22780146,"[M+H]+",350.220213772965,FALSE,FALSE,NA,29
"222","01_ww_is_pos_blank-r001","mz324.216_rt1021_f222",222,1020.913,324.21577996,15991.25390625,208533.668327074,1005.77,1037.411,324.21497479,324.21665006,"[M+H]+",323.20850396254,FALSE,FALSE,NA,49
"223","01_ww_is_pos_blank-r001","mz251.201_rt1022_f223",223,1022.025,251.20056425,2817.294921875,19305.6901141817,1014.617,1026.504,251.19984503,251.20150905,"[M+H]+",250.193288253504,FALSE,FALSE,NA,2816
"224","01_ww_is_pos_blank-r001","mz234.147_rt1023_f224",224,1023.306,234.14687758,10344.9677734375,53450.8936794124,1019.077,1030.692,234.14678511,234.14698688,"[M+H]+",233.13960158028,FALSE,FALSE,NA,40
"225","01_ww_is_pos_blank-r001","mz340.247_rt1023_f225",225,1023.306,340.24717748,3598.24682617188,27239.4948853105,1017.424,1030.692,340.24507709,340.24805706,"[M+H]+",339.239901478545,FALSE,FALSE,NA,15
"226","01_ww_is_pos_blank-r001","mz241.069_rt1027_f226",226,1026.504,241.06932497,7625.734375,41925.8407979344,1020.585,1033.25,241.06859036,241.07058552,"[M+H]+",240.062048966393,FALSE,FALSE,NA,133
"227","01_ww_is_pos_blank-r001","mz302.234_rt1028_f227",227,1027.765,302.23387262,6392.60693359375,50740.9006417569,1020.585,1035.807,302.23361528,302.23495498,"[M+H]+",301.226596623978,FALSE,FALSE,NA,33
"228","01_ww_is_pos_blank-r001","mz252.158_rt1029_f228",228,1029.048,252.15752446,19510.30859375,114199.978510528,1023.306,1035.807,252.15734483,252.15796588,"[M+H]+",251.150248462193,FALSE,FALSE,NA,77
